scene_id,beat_id,row_type,speaker,text,voice_target,expression,body_action,bg,bgm,sfx,choice_group,choice_text,choice_target,condition,effects,memory_refs,qa_notes
S001,S001R2-001,command,,changeBg:bg_station_night_rain.png,,,,bg_station_night_rain.png,rain_shift.ogg,,,,,,,,新版开场
S001,S001R2-002,narration,,值班室的白灯亮得发冷，交班表压在杯垫下面。,,,邵宁把工牌拨正，拇指擦过对讲机侧键,,rain_shift.ogg,fluorescent_hum,,,,,,core_theme,场景块
S001,S001R2-003,narration,,闸机屏又跳了一次红字。末班后的进站记录停在二十三点五十八分。,,,登记簿摊在桌角，最后几页被潮气顶起,,,beep_low,,,,,,OBJ_turnstile_screen,异常记录
S001,S001R2-004,dialogue,CHR_shaoning,证件。,短句/流程,hard,邵宁站在门侧，挡住半个进站口,,,,,,,,,voice_shaoning,对白块开始
S001,S001R2-005,dialogue,CHR_cenyao,没带。,碎句/删主语,wet,岑遥低头看地上的水印,,,,,,,,,voice_cenyao,防备
S001,S001R2-006,dialogue,CHR_shaoning,那就写没带。,流程/短句,hard,他把登记笔按在表格第一格,,,,,,,,,voice_shaoning,职业动作
S001,S001R2-007,dialogue,CHR_cenyao,别写。,碎句/急,guarded,她把袖口往掌心里卷，票根露出一点白边,,,,,,,,,voice_cenyao,阻止记录
S001,S001R2-008,dialogue,CHR_shaoning,不写我就报警。,硬/流程,hard,邵宁把报警流程卡从抽屉里抽出一半,,,,,,,,,voice_shaoning,压力
S001,S001R2-009,dialogue,CHR_cenyao,那你报。,反推/短句,blank,她退到门框边，后背碰到玻璃,,,,,,,,,voice_cenyao,嘴硬
S001,S001R2-010,dialogue,CHR_shaoning,电话在这儿。,事实/压迫,neutral,他把座机转向她，听筒线拖过桌面,,,,,,,,,voice_shaoning,物件压迫
S001,S001R2-011,dialogue,CHR_cenyao,你先看纸的。,物件优先,wet,她没有看电话，只看登记簿边角,,,,,,,,,voice_cenyao,提出目标
S001,S001R2-012,dialogue,CHR_shaoning,看什么纸。,追问/省略,hard,邵宁的笔尖停住,,,,,,,,,voice_shaoning,追问
S001,S001R2-013,dialogue,CHR_cenyao,登记。旧的。,碎句/回避名词,guarded,她用鞋尖把水珠碾开,,,,,,,,,voice_cenyao,旧登记
S001,S001R2-014,dialogue,CHR_shaoning,哪一年的。,流程/追问,hard,他把登记簿往自己这边拖半寸,,,,,,,,,voice_shaoning,具体化
S001,S001R2-015,dialogue,CHR_cenyao,你们站里有几本。,错位/反问,wet,岑遥抬眼看他工牌，又挪开,,,,,,,,,voice_cenyao,回避年份
S001,S001R2-016,dialogue,CHR_shaoning,答年份。,命令/短句,hard,他把笔横在登记栏上,,,,,,,,,voice_shaoning,压迫
S001,S001R2-017,dialogue,CHR_cenyao,你先别开监控。,禁区/请求,guarded,她把票根攥回袖口，指节顶起布料,,,,,,,,,voice_cenyao,禁区
S001,S001R2-018,narration,,热水壶在角落里跳了一下，壶盖顶住蒸汽又落回去。,,,邵宁没有回头，手指却离开报警流程卡,,,kettle_hiss,,,,,,OBJ_kettle,打断对白
S001,S001R2-019,dialogue,CHR_shaoning,你知道监控在哪儿。,事实/试探,alert,他看向门玻璃里的倒影,,,,,,,,,voice_shaoning,试探
S001,S001R2-020,dialogue,CHR_cenyao,我知道它会少一段。,低声/线索,blank,岑遥把下巴缩进湿外套领口,,,,,,,,,voice_cenyao,抛线索
S001,S001R2-021,dialogue,CHR_shaoning,谁教你的。,追问/短句,hard,邵宁把对讲机扣回腰侧,,,,,,,,,voice_shaoning,追源
S001,S001R2-022,dialogue,CHR_cenyao,吃过亏就会。,刺人/回避,guarded,她看着座机听筒线，没有碰,,,,,,,,,voice_cenyao,经验
S001,S001R2-023,dialogue,CHR_shaoning,你叫什么。,流程/逼近,hard,他翻到登记簿空白页,,,,,,,,,voice_shaoning,名字压力
S001,S001R2-024,dialogue,CHR_cenyao,写岑。,半句/边界,wet,她把票根从袖口里抽出一点，又停住,,,,,,,,,voice_cenyao,只给姓
S001,S001R2-025,dialogue,CHR_shaoning,名。,省略/硬,hard,邵宁没有落笔,,,,,,,,,voice_shaoning,继续
S001,S001R2-026,dialogue,CHR_cenyao,先写姓。你不也把工牌翻过去了。,刺人/观察,guarded,她看他的胸口，不看脸；邵宁把工牌按住,,,,,,,,,voice_cenyao,反击
S001,S001R2-028,choice,,,,,,,,,C001,先翻纸质登记簿,S001_REGISTER,,flag_checked_register_first=true;trust_cenyao+=1,OBJ_register,纸质证据
S001,S001R2-029,choice,,,,,,,,,C001,先调监控备份,S001_MONITOR,,flag_checked_monitor_first=true;trust_cenyao-=1,OBJ_turnstile_screen,流程证据
S001,S001R2-030,comment,,选择后分支：S001_REGISTER 或 S001_MONITOR。,,,,,,,,,,,,,分支说明
S001,S001R2-031,command,,label:S001_REGISTER;,,,,,,,,,,,,,WebGAL 标签
S001,S001R2-032,dialogue,CHR_shaoning,三分钟。到点我按流程。,安排工作式承诺,hard,他把报警流程卡扣在桌面下,,,,,,,,trust_cenyao+=1,PROM_no_police_yet,承诺
S001,S001R2-033,dialogue,CHR_cenyao,三分钟够纸干吗。,碎句/不接谢,wet,岑遥把票根贴在掌心，没有递出,,,,,,,,,voice_cenyao,不说谢
S001,S001R2-034,dialogue,CHR_shaoning,够你把手松开。,短句/事实,neutral,邵宁把登记簿转到两人中间,,,,,,,,,voice_shaoning,信任动作
S001,S001R2-035,dialogue,CHR_cenyao,你别碰。,命令/防备,guarded,她用两根手指按住票根边角,,,,,,,,,voice_cenyao,边界
S001,S001R2-036,dialogue,CHR_shaoning,我碰簿子。你碰票根。,分工/短句,neutral,他的手停在登记簿页脚,,,,,,,,,voice_shaoning,职业动作变关系
S001,S001R2-037,dialogue,CHR_cenyao,那你看清楚。二零二四下面那道划线。,低声/线索,blank,她把票根推到水印旁边，只露日期,,,,,,,,,SEC_old_record_changed,核心线索
S001,S001R2-038,narration,,登记簿纸页被水汽拱起。两年前的日期压在新页下面，像被人硬塞回去。,,,邵宁没有翻下一页,,,,,,,,,OBJ_register,分支后果
S001,S001R2-039,command,,jumpLabel:S001_END;,,,,,,,,,,,,,分支结束
S001,S001R2-040,command,,label:S001_MONITOR;,,,,,,,,,,,,,WebGAL 标签
S001,S001R2-041,dialogue,CHR_shaoning,站到镜头里。,流程/命令,hard,他拉开监控抽屉，钥匙碰到铁盒,,,,,,,,trust_cenyao-=1,voice_shaoning,走流程
S001,S001R2-042,dialogue,CHR_cenyao,你还是开了。,平声/后退,blank,她把票根收回袖口,,,,,,,,,voice_cenyao,信任伤
S001,S001R2-043,dialogue,CHR_shaoning,我先看备份。,限制/流程,neutral,邵宁没有按报警键，先接上备用盘,,,,,,,,,voice_shaoning,折中
S001,S001R2-044,dialogue,CHR_cenyao,你们备份也会说谎。,刺人/制度敌意,guarded,她退到门玻璃旁，影子压在脸上,,,,,,,,,voice_cenyao,主题压力
S001,S001R2-045,dialogue,CHR_shaoning,机器不会。,短句/旧信念,hard,他的手停在鼠标上,,,,,,,,,voice_shaoning,角色谎言
S001,S001R2-046,dialogue,CHR_cenyao,删机器的人会。,反击/低声,blank,票根从她袖口掉到地上的水里,,,,,,,,,voice_cenyao,反证
S001,S001R2-047,narration,,纸角吸水后软下去，日期先黑了一块。,,,邵宁弯腰之前，先看了一眼监控屏,,,wet_paper_drop,,,,,,OBJ_wet_ticket,分支后果
S001,S001R2-048,command,,jumpLabel:S001_END;,,,,,,,,,,,,,分支结束
S001,S001R2-049,command,,label:S001_END;,,,,,,,,,,,,,结尾标签
S001,S001R2-050,narration,,值班室外的雨声被门缝切细。登记簿上空着名字，监控屏上空着一段时间。,,,邵宁把笔帽扣上，又拔开,,,,,,,,deadline_station_lock=180;flag_seen_record_gap=true,SEC_old_record_changed,结尾不给总结
